ArithmeticLogicUnitSystem;2;OutB;1;0x8887;0x8887
ArithmeticLogicUnitSystem;2;ALUOut;1;0xfffe;0xfffe
ArithmeticLogicUnitSystem;2;Z;1;0x0000;0x0000
ArithmeticLogicUnitSystem;2;C;1;0x0000;0x0000
ArithmeticLogicUnitSystem;2;N;1;0x0001;0x0001
ArithmeticLogicUnitSystem;2;O;1;0x0000;0x0000
ArithmeticLogicUnitSystem;2;MuxAOut;1;0xfffe;0xfffe
ArithmeticLogicUnitSystem;2;MuxBOut;1;0xfffe;0xfffe
ArithmeticLogicUnitSystem;2;MuxCOut;1;0x00fe;0x00fe
ArithmeticLogicUnitSystem;2;R2;1;0xfffe;0xfffe
ArithmeticLogicUnitSystem;2;S3;1;0xfffe;0xfffe
ArithmeticLogicUnitSystem;2;PC;1;0xfffe;0xfffe
ArithmeticLogicUnitSystem;3;OutC;1;0x1254;0x1254
ArithmeticLogicUnitSystem;3;Address;1;0x0023;0x0023
ArithmeticLogicUnitSystem;3;Memout;1;0x0015;0x0015
ArithmeticLogicUnitSystem;3;IROut;1;0x0000;0x0000
ArithmeticLogicUnitSystem;4;OutC;1;0x1254;0x1254
ArithmeticLogicUnitSystem;4;Address;1;0x0023;0x0023
ArithmeticLogicUnitSystem;4;Memout;1;0x0015;0x0015
ArithmeticLogicUnitSystem;4;IROut;1;0x0015;0x0015
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;0;0xxxxx;0x0000
CPUSystem;0;SP;0;0xxxxx;0x0000
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;0;0x000X;0x0000
CPUSystem;0;Flag_C;0;0x000X;0x0000
CPUSystem;0;Flag_N;0;0x000X;0x0000
CPUSystem;0;Flag_Z;0;0x000X;0x0000
CPUSystem;1;PC;0;0x000f;0x000d
CPUSystem;1;AR;0;0xxxxx;0x0000
CPUSystem;1;SP;0;0xxxxx;0x0000
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;0;0x000X;0x0000
CPUSystem;1;Flag_C;0;0x000X;0x0000
CPUSystem;1;Flag_N;0;0x000X;0x0000
CPUSystem;1;Flag_Z;0;0x000X;0x0000
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;0;0xxxxx;0x0000
CPUSystem;0;SP;0;0xxxxx;0x0000
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;0;0x000X;0x0000
CPUSystem;0;Flag_C;0;0x000X;0x0000
CPUSystem;0;Flag_N;0;0x000X;0x0000
CPUSystem;0;Flag_Z;0;0x000X;0x0000
CPUSystem;1;PC;1;0x000f;0x000f
CPUSystem;1;AR;0;0xxxxx;0x0000
CPUSystem;1;SP;0;0xxxxx;0x0000
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;0;0x000X;0x0000
CPUSystem;1;Flag_C;0;0x000X;0x0000
CPUSystem;1;Flag_N;0;0x000X;0x0000
CPUSystem;1;Flag_Z;0;0x000X;0x0000
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;0;0xxxxx;0x00Xx
CPUSystem;0;SP;0;0xxxxx;0x00Xx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;0;0x000X;0x00XX
CPUSystem;0;Flag_C;0;0x000X;0x00XX
CPUSystem;0;Flag_N;0;0x000X;0x00XX
CPUSystem;0;Flag_Z;0;0x000X;0x00XX
CPUSystem;0;Memory;0;0x0d00;0xffff
CPUSystem;1;PC;1;0x000f;0x000f
CPUSystem;1;AR;0;0xxxxx;0x00Xx
CPUSystem;1;SP;0;0xxxxx;0x00Xx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;0;0x000X;0x00XX
CPUSystem;1;Flag_C;0;0x000X;0x00XX
CPUSystem;1;Flag_N;0;0x000X;0x00XX
CPUSystem;1;Flag_Z;0;0x000X;0x00XX
CPUSystem;1;Memory;0;0x0d00;0xffff
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;0;0x0d00;0xffff
CPUSystem;1;PC;1;0x000f;0x000f
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;0;0x0d00;0xffff
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;0;0x0d00;0xffff
CPUSystem;1;PC;1;0x000f;0x000f
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;0;0x0d00;0xffff
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;0;0x0d00;0xffff
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;0;0x0d00;0xffff
CPUSystem;1;PC;1;0x000f;0x000f
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;0;0x0d00;0xffff
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;1;0x000d;0x000d
CPUSystem;1;PC;1;0x000f;0x000f
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;1;0x000d;0x000d
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;1;0x000c;0x000c
CPUSystem;1;PC;1;0x000e;0x000e
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;1;0x000c;0x000c
CPUSystem;2;PC;0;0x00b0;0x0010
CPUSystem;2;AR;1;0xxxxx;0xxxxx
CPUSystem;2;SP;1;0xxxxx;0xxxxx
CPUSystem;2;R1;0;0x0000;0x0002
CPUSystem;2;R2;1;0x0000;0x0000
CPUSystem;2;R3;1;0x0000;0x0000
CPUSystem;2;R4;1;0x0000;0x0000
CPUSystem;2;Flag_O;1;0x000X;0x000X
CPUSystem;2;Flag_C;1;0x000X;0x000X
CPUSystem;2;Flag_N;1;0x000X;0x000X
CPUSystem;2;Flag_Z;1;0x000X;0x000X
CPUSystem;2;Memory;1;0x000c;0x000c
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;1;0x000c;0x000c
CPUSystem;1;PC;1;0x000e;0x000e
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;1;0x000c;0x000c
CPUSystem;2;PC;0;0x00b0;0x0010
CPUSystem;2;AR;1;0xxxxx;0xxxxx
CPUSystem;2;SP;1;0xxxxx;0xxxxx
CPUSystem;2;R1;0;0x0000;0x0002
CPUSystem;2;R2;1;0x0000;0x0000
CPUSystem;2;R3;1;0x0000;0x0000
CPUSystem;2;R4;1;0x0000;0x0000
CPUSystem;2;Flag_O;1;0x000X;0x000X
CPUSystem;2;Flag_C;1;0x000X;0x000X
CPUSystem;2;Flag_N;1;0x000X;0x000X
CPUSystem;2;Flag_Z;1;0x000X;0x000X
CPUSystem;2;Memory;1;0x000c;0x000c
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;1;0x000c;0x000c
CPUSystem;1;PC;1;0x000e;0x000e
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;1;0x000c;0x000c
CPUSystem;2;PC;0;0x0012;0x0010
CPUSystem;2;AR;1;0xxxxx;0xxxxx
CPUSystem;2;SP;1;0xxxxx;0xxxxx
CPUSystem;2;R1;0;0x0000;0x0002
CPUSystem;2;R2;1;0x0000;0x0000
CPUSystem;2;R3;1;0x0000;0x0000
CPUSystem;2;R4;1;0x0000;0x0000
CPUSystem;2;Flag_O;1;0x000X;0x000X
CPUSystem;2;Flag_C;1;0x000X;0x000X
CPUSystem;2;Flag_N;1;0x000X;0x000X
CPUSystem;2;Flag_Z;1;0x000X;0x000X
CPUSystem;2;Memory;1;0x000c;0x000c
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;1;0x000c;0x000c
CPUSystem;1;PC;1;0x000e;0x000e
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;1;0x000c;0x000c
CPUSystem;2;PC;1;0x0010;0x0010
CPUSystem;2;AR;1;0xxxxx;0xxxxx
CPUSystem;2;SP;1;0xxxxx;0xxxxx
CPUSystem;2;R1;1;0x007e;0x007e
CPUSystem;2;R2;1;0x0000;0x0000
CPUSystem;2;R3;1;0x0000;0x0000
CPUSystem;2;R4;1;0x0000;0x0000
CPUSystem;2;Flag_O;1;0x000X;0x000X
CPUSystem;2;Flag_C;1;0x000X;0x000X
CPUSystem;2;Flag_N;1;0x000X;0x000X
CPUSystem;2;Flag_Z;1;0x000X;0x000X
CPUSystem;2;Memory;1;0x000c;0x000c
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;1;0x000c;0x000c
CPUSystem;1;PC;1;0x000e;0x000e
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;1;0x000c;0x000c
CPUSystem;2;PC;1;0x0010;0x0010
CPUSystem;2;AR;1;0xxxxx;0xxxxx
CPUSystem;2;SP;1;0xxxxx;0xxxxx
CPUSystem;2;R1;1;0x007e;0x007e
CPUSystem;2;R2;1;0x0000;0x0000
CPUSystem;2;R3;1;0x0000;0x0000
CPUSystem;2;R4;1;0x0000;0x0000
CPUSystem;2;Flag_O;1;0x000X;0x000X
CPUSystem;2;Flag_C;1;0x000X;0x000X
CPUSystem;2;Flag_N;1;0x000X;0x000X
CPUSystem;2;Flag_Z;1;0x000X;0x000X
CPUSystem;2;Memory;1;0x000c;0x000c
CPUSystem;3;PC;1;0x0012;0x0012
CPUSystem;3;AR;1;0xxxxx;0xxxxx
CPUSystem;3;SP;1;0xxxxx;0xxxxx
CPUSystem;3;R1;1;0x007e;0x007e
CPUSystem;3;R2;1;0x0000;0x0000
CPUSystem;3;R3;1;0x0000;0x0000
CPUSystem;3;R4;1;0x0000;0x0000
CPUSystem;3;Flag_O;1;0x000X;0x000X
CPUSystem;3;Flag_C;1;0x000X;0x000X
CPUSystem;3;Flag_N;1;0x000X;0x000X
CPUSystem;3;Flag_Z;1;0x000X;0x000X
CPUSystem;3;Memory;1;0x000c;0x000c
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;1;0x000c;0x000c
CPUSystem;1;PC;1;0x000e;0x000e
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;1;0x000c;0x000c
CPUSystem;2;PC;1;0x0010;0x0010
CPUSystem;2;AR;1;0xxxxx;0xxxxx
CPUSystem;2;SP;1;0xxxxx;0xxxxx
CPUSystem;2;R1;1;0x007f;0x007f
CPUSystem;2;R2;1;0x0000;0x0000
CPUSystem;2;R3;1;0x0000;0x0000
CPUSystem;2;R4;1;0x0000;0x0000
CPUSystem;2;Flag_O;1;0x000X;0x000X
CPUSystem;2;Flag_C;1;0x000X;0x000X
CPUSystem;2;Flag_N;1;0x000X;0x000X
CPUSystem;2;Flag_Z;1;0x000X;0x000X
CPUSystem;2;Memory;1;0x000c;0x000c
CPUSystem;3;PC;1;0x0012;0x0012
CPUSystem;3;AR;1;0xxxxx;0xxxxx
CPUSystem;3;SP;1;0xxxxx;0xxxxx
CPUSystem;3;R1;1;0x007f;0x007f
CPUSystem;3;R2;1;0x0000;0x0000
CPUSystem;3;R3;1;0x0000;0x0000
CPUSystem;3;R4;1;0x0000;0x0000
CPUSystem;3;Flag_O;1;0x000X;0x000X
CPUSystem;3;Flag_C;1;0x000X;0x000X
CPUSystem;3;Flag_N;1;0x000X;0x000X
CPUSystem;3;Flag_Z;1;0x000X;0x000X
CPUSystem;3;Memory;1;0x000c;0x000c
CPUSystem;4;PC;1;0x0014;0x0014
CPUSystem;4;AR;1;0xxxxx;0xxxxx
CPUSystem;4;SP;1;0x007f;0x007f
CPUSystem;4;R1;1;0x007f;0x007f
CPUSystem;4;R2;1;0x0000;0x0000
CPUSystem;4;R3;1;0x0000;0x0000
CPUSystem;4;R4;1;0x0000;0x0000
CPUSystem;4;Flag_O;1;0x000X;0x000X
CPUSystem;4;Flag_C;0;0x0000;0x000X
CPUSystem;4;Flag_N;1;0x000X;0x000X
CPUSystem;4;Flag_Z;0;0x0000;0x000X
CPUSystem;4;Memory;1;0x000c;0x000c
CPUSystem;0;PC;1;0x0000;0x0000
CPUSystem;0;AR;1;0xxxxx;0xxxxx
CPUSystem;0;SP;1;0xxxxx;0xxxxx
CPUSystem;0;R1;1;0x0000;0x0000
CPUSystem;0;R2;1;0x0000;0x0000
CPUSystem;0;R3;1;0x0000;0x0000
CPUSystem;0;R4;1;0x0000;0x0000
CPUSystem;0;Flag_O;1;0x000X;0x000X
CPUSystem;0;Flag_C;1;0x000X;0x000X
CPUSystem;0;Flag_N;1;0x000X;0x000X
CPUSystem;0;Flag_Z;1;0x000X;0x000X
CPUSystem;0;Memory;1;0x000c;0x000c
CPUSystem;1;PC;1;0x000e;0x000e
CPUSystem;1;AR;1;0xxxxx;0xxxxx
CPUSystem;1;SP;1;0xxxxx;0xxxxx
CPUSystem;1;R1;1;0x0000;0x0000
CPUSystem;1;R2;1;0x0000;0x0000
CPUSystem;1;R3;1;0x0000;0x0000
CPUSystem;1;R4;1;0x0000;0x0000
CPUSystem;1;Flag_O;1;0x000X;0x000X
CPUSystem;1;Flag_C;1;0x000X;0x000X
CPUSystem;1;Flag_N;1;0x000X;0x000X
CPUSystem;1;Flag_Z;1;0x000X;0x000X
CPUSystem;1;Memory;1;0x000c;0x000c
CPUSystem;2;PC;1;0x0010;0x0010
